gene,pval,mean_leve,mean_grave,log2fc,log2fc_div
GRIN3A,0.39920043866052135,3.2897106510089285,3.374263912482759,0.028159926604728103,0.0366121198438618
ESPNL,0.39929269611519047,4.050559210401786,3.9967434546551726,-0.015454987077579752,-0.019296125569817385
IFNA16,0.3993322010202327,2.5011566145178574,2.572180450551724,0.028973362623717414,0.040396460707652355
LOC100287723,0.3993796364435387,7.2020906448035715,7.382180305586207,0.03133386742217503,0.035631217765559144
TPM4,0.39938001749057017,7.127856271745535,6.985116988250001,-0.025561346151278475,-0.02918396780737566
LOC100128164,0.39952418994230854,3.5119293815535713,3.4337684350000006,-0.025211063876484197,-0.0324710844464063
PAPD7,0.3996016208316878,8.050052915767857,7.964041170827587,-0.013776952676969323,-0.015497587369813801
LOC283682,0.3996198650186136,2.0194359552410712,2.0595768755172412,0.01905307652330679,0.02839558419795473
PDE6H,0.3997073827391182,3.225702227910714,3.3249823932068963,0.033503150996450515,0.04373343502584746
CLEC4D,0.3997608414670625,7.913006781392858,8.04303892886207,0.020895470724735965,0.02351470919741652
MCF2L2,0.3998111728889956,1.6078707038035713,1.6650364535172413,0.031282923277329955,0.05040236581118034
LOXHD1,0.39987558626010067,4.049813898892857,3.9482988939310344,-0.029297574524389525,-0.03662440459373583
SASS6,0.3999149366213527,3.9957506880892857,4.098420016758621,0.029348748653882595,0.036601273023645825
FRK,0.4000870978309029,1.6373948654285715,1.7169342570000001,0.042866071618858914,0.06843252184615052
LOC100131825,0.4000892745054917,2.091474517571428,2.0349247266551727,-0.026634379130653363,-0.03954499121925901
INTS12,0.40011268630943353,6.883899156267857,6.95380440086207,0.012735761126854594,0.014576523805445251
C1orf98,0.40018655371948675,4.869459355982143,4.995954867827586,0.030761903191876883,0.036998841728363846
ANKHD1-EIF4EBP3,0.4002251775066009,7.907894376678571,7.84127786172414,-0.010829549204387057,-0.01220481781359805
MS4A8B,0.4002443538632524,2.3445587842142857,2.2977483269655172,-0.020334601048459744,-0.02909566381122429
ZNF702P,0.40028452859187935,2.4958513956785713,2.5985705436206894,0.04178008115914489,0.05818618657910443
ACVR2B,0.4003561877532681,3.8505176160476187,3.768898893724139,-0.02448251443040972,-0.030909303855551375
LOC100127955,0.4004079461413168,4.387221988875,4.318924274827586,-0.01840701734838568,-0.022635685571914463
TNFSF12,0.4004123820364631,6.209163148303572,6.124122506896551,-0.0171194734008826,-0.019895696811242706
DGCR6,0.40045454874197917,5.6931041733750005,5.780314337448275,0.01867668970230607,0.021932450956176918
UCN2,0.40047730754352684,5.031603289285714,4.973650476,-0.013928716112011852,-0.016713053628127066
C19orf70,0.4005163969674156,5.751687642642858,5.6591421328965525,-0.019911827923989822,-0.023401957285925555
EID2B,0.4005480520695237,3.400107780535714,3.296519300310345,-0.034370487260120264,-0.044636951288830634
LOC647107,0.40056028839802593,3.519928526732143,3.619381755155173,0.03139981878271936,0.04019714956158438
FAM129A,0.40062886271823983,10.3529720340625,10.436721767327587,0.01060355350310127,0.011623641945953571
TMBIM1,0.40080407197928103,8.441055097446428,8.373948726965518,-0.010291195190073932,-0.011515256601297992
OCM,0.4008312005960515,4.952273320875,4.827632950310345,-0.030530761651078375,-0.03677494978208019
AS3MT,0.4008956564121683,5.496718194946429,5.592357052517242,0.021083255844362103,0.024885957342186633
ANKRD18A,0.40095015665287403,3.0701240243169647,2.9888905451724135,-0.02908522025130722,-0.03868687187535451
NFKBIL1,0.40097566648821814,5.284966465339287,5.226570505689655,-0.01346727797816305,-0.01602970685326193
KLF1,0.40098220785999195,6.5554025346071425,6.3235218734827585,-0.04497101512070589,-0.051956083380463605
TDO2,0.4010384329720117,2.201787920580357,2.2422478454310344,0.018116628183009853,0.02627024122401543
TMEM52,0.4010954884371605,3.2406398170535717,3.176307902413793,-0.02205387146271942,-0.028927910234126296
ZNF571,0.40111097616375424,2.814911390410714,2.8990085416206908,0.031457767545922,0.042470075214375284
C9orf135,0.4011467206139897,1.8797351421785715,1.9473468193103447,0.03348070602121189,0.05098045050685959
LHX5,0.40118500995399986,5.320993715196429,5.24056217351724,-0.01847538205750343,-0.021974116476235903
ZNF514,0.40131420498943193,4.046736855178572,3.9588342717931035,-0.025349854066885946,-0.03168336549804499
VANGL2,0.4013156753401924,2.752989817428571,2.851431466965517,0.03735437805399533,0.05068708471500558
